"Team","Opp","Player1","Player2","Player3","Salary","Proj","Value"
"LAA","@TEX - Dunning ( R )","Brandon Marsh","Max Stassi","Mike Trout",8800,34.6,3.9
"LAA","@TEX - Dunning ( R )","Anthony Rendon","Mike Trout","Tyler Wade",9200,34.6,3.8
"COL","CHC - Steele ( L )","C.J. Cron","Jose Iglesias","Randal Grichuk",10100,34.5,3.4
"DET","@KC - Greinke ( R )","Akil Baddoo","Jeimer Candelario","Robbie Grossman",7300,34.5,4.7
"KC","DET - Mize ( R )","Adalberto Mondesi","Andrew Benintendi","Whit Merrifield",9100,34.5,3.8
"LAD","CIN - Cessa ( R )","Freddie Freeman","Trea Turner","Will Smith",10400,34.5,3.3
"TOR","@NYY - Severino ( R )","George Springer","Matt Chapman","Teoscar Hernandez",11000,34.5,3.1
"COL","CHC - Steele ( L )","Charlie Blackmon","Jose Iglesias","Kris Bryant",10200,34.4,3.4
"LAA","@TEX - Dunning ( R )","Jared Walsh","Jose Rojas","Mike Trout",9400,34.4,3.7
"WSH","@PIT - Brubaker ( R )","Josh Bell","Keibert Ruiz","Maikel Franco",8400,34.4,4.1
"COL","CHC - Steele ( L )","Elias Diaz","Jose Iglesias","Kris Bryant",10000,34.4,3.4
"LAA","@TEX - Dunning ( R )","Jared Walsh","Matt Duffy","Tyler Wade",7700,34.4,4.5
"CHC","@COL - Freeland ( L )","Clint Frazier","Michael Hermosillo","Nico Hoerner",8400,34.4,4.1
"LAA","@TEX - Dunning ( R )","Brandon Marsh","Mike Trout","Tyler Wade",8600,34.4,4
"KC","DET - Mize ( R )","Adalberto Mondesi","Bobby Witt Jr.","Whit Merrifield",8600,34.4,4
"LAA","@TEX - Dunning ( R )","Anthony Rendon","Jared Walsh","Max Stassi",8600,34.3,4
"WSH","@PIT - Brubaker ( R )","Keibert Ruiz","Lane Thomas","Nelson Cruz",8200,34.3,4.2
"DET","@KC - Greinke ( R )","Akil Baddoo","Javier Baez","Jeimer Candelario",8100,34.3,4.2
"DET","@KC - Greinke ( R )","Akil Baddoo","Austin Meadows","Spencer Torkelson",7600,34.3,4.5
"CHC","@COL - Freeland ( L )","Alfonso Rivas","Frank Schwindel","Willson Contreras",9200,34.3,3.7
"COL","CHC - Steele ( L )","Brendan Rodgers","Connor Joe","Jose Iglesias",9400,34.2,3.6
"COL","CHC - Steele ( L )","C.J. Cron","Charlie Blackmon","Jose Iglesias",10300,34.2,3.3
"COL","CHC - Steele ( L )","Charlie Blackmon","Elias Diaz","Randal Grichuk",9500,34.2,3.6
"LAD","CIN - Cessa ( R )","Cody Bellinger","Mookie Betts","Trea Turner",10000,34.2,3.4
"KC","DET - Mize ( R )","Andrew Benintendi","Bobby Witt Jr.","Salvador Perez",9100,34.2,3.8
"DET","@KC - Greinke ( R )","Javier Baez","Jeimer Candelario","Robbie Grossman",8400,34.2,4.1
"LAD","CIN - Cessa ( R )","Chris Taylor","Freddie Freeman","Mookie Betts",10300,34.2,3.3
"CHC","@COL - Freeland ( L )","Frank Schwindel","Rafael Ortega","Willson Contreras",9600,34.2,3.6
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Keibert Ruiz","Nelson Cruz",8000,34.2,4.3
"WSH","@PIT - Brubaker ( R )","Lane Thomas","Maikel Franco","Nelson Cruz",7900,34.2,4.3
"DET","@KC - Greinke ( R )","Austin Meadows","Robbie Grossman","Spencer Torkelson",7900,34.2,4.3
"DET","@KC - Greinke ( R )","Akil Baddoo","Austin Meadows","Miguel Cabrera",7800,34.2,4.4
"COL","CHC - Steele ( L )","C.J. Cron","Elias Diaz","Jose Iglesias",10100,34.2,3.4
"LAD","CIN - Cessa ( R )","Chris Taylor","Max Muncy","Trea Turner",9600,34.2,3.6
"LAD","CIN - Cessa ( R )","Chris Taylor","Justin Turner","Trea Turner",9800,34.2,3.5
"LAA","@TEX - Dunning ( R )","Brandon Marsh","Jared Walsh","Max Stassi",8000,34.1,4.3
"DET","@KC - Greinke ( R )","Austin Meadows","Miguel Cabrera","Robbie Grossman",8100,34.1,4.2
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Maikel Franco","Nelson Cruz",7700,34.1,4.4
"TOR","@NYY - Severino ( R )","George Springer","Lourdes Gurriel","Teoscar Hernandez",10700,34.1,3.2
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Didi Gregorius","Kyle Schwarber",9500,34.1,3.6
"LAD","CIN - Cessa ( R )","Freddie Freeman","Max Muncy","Mookie Betts",10100,34.1,3.4
"LAA","@TEX - Dunning ( R )","Anthony Rendon","Jared Walsh","Tyler Wade",8400,34.1,4.1
"PIT","WAS - Adon ( R )","Ben Gamel","Bryan Reynolds","Yoshi Tsutsugo",7600,34.1,4.5
"LAD","CIN - Cessa ( R )","Freddie Freeman","Justin Turner","Mookie Betts",10300,34.1,3.3
"COL","CHC - Steele ( L )","Brendan Rodgers","Jose Iglesias","Ryan McMahon",9900,34.1,3.4
"CHC","@COL - Freeland ( L )","Frank Schwindel","Patrick Wisdom","Yan Gomes",8600,34,4
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Jean Segura","Kyle Schwarber",10500,34,3.2
"TOR","@NYY - Severino ( R )","George Springer","Matt Chapman","Vladimir Guerrero Jr.",11600,34,2.9
"LAD","CIN - Cessa ( R )","Chris Taylor","Trea Turner","Will Smith",10000,34,3.4
"LAD","CIN - Cessa ( R )","Justin Turner","Max Muncy","Trea Turner",9600,34,3.5
"CHC","@COL - Freeland ( L )","Frank Schwindel","Jason Heyward","Willson Contreras",9400,34,3.6
"DET","@KC - Greinke ( R )","Austin Meadows","Javier Baez","Spencer Torkelson",8700,34,3.9
"CHC","@COL - Freeland ( L )","Ian Happ","Michael Hermosillo","Nick Madrigal",8700,34,3.9
"KC","DET - Mize ( R )","Adalberto Mondesi","Andrew Benintendi","Bobby Witt Jr.",8500,34,4
"DET","@KC - Greinke ( R )","Akil Baddoo","Jonathan Schoop","Robbie Grossman",7400,34,4.6
"LAD","CIN - Cessa ( R )","Freddie Freeman","Mookie Betts","Will Smith",10500,34,3.2
"WSH","@PIT - Brubaker ( R )","Cesar Hernandez","Josh Bell","Lane Thomas",7800,33.9,4.3
"TOR","@NYY - Severino ( R )","Matt Chapman","Teoscar Hernandez","Vladimir Guerrero Jr.",11300,33.9,3
"LAD","CIN - Cessa ( R )","Freddie Freeman","Hanser Alberto","Trea Turner",9100,33.9,3.7
"TOR","@NYY - Severino ( R )","Alejandro Kirk","George Springer","Teoscar Hernandez",10100,33.9,3.4
"WSH","@PIT - Brubaker ( R )","Cesar Hernandez","Nelson Cruz","Victor Robles",7600,33.9,4.5
"DET","@KC - Greinke ( R )","Austin Meadows","Javier Baez","Miguel Cabrera",8900,33.9,3.8
"LAD","CIN - Cessa ( R )","Max Muncy","Trea Turner","Will Smith",9800,33.9,3.5
"NYY","TOR - Gausman ( R )","Aaron Judge","Anthony Rizzo","Josh Donaldson",10300,33.9,3.3
"LAA","@TEX - Dunning ( R )","Brandon Marsh","Jared Walsh","Tyler Wade",7800,33.9,4.3
"CHC","@COL - Freeland ( L )","Frank Schwindel","Seiya Suzuki","Yan Gomes",9200,33.9,3.7
"LAD","CIN - Cessa ( R )","Justin Turner","Trea Turner","Will Smith",10000,33.9,3.4
"CHC","@COL - Freeland ( L )","Frank Schwindel","Jonathan Villar","Patrick Wisdom",8700,33.9,3.9
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Cesar Hernandez","Josh Bell",7600,33.8,4.5
"PIT","WAS - Adon ( R )","Bryan Reynolds","Cole Tucker","Ke'Bryan Hayes",8300,33.8,4.1
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Didi Gregorius","Rhys Hoskins",9800,33.8,3.5
"LAA","@TEX - Dunning ( R )","Max Stassi","Mike Trout","Tyler Wade",8500,33.8,4
"COL","CHC - Steele ( L )","Connor Joe","Jose Iglesias","Randal Grichuk",9500,33.8,3.6
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Jean Segura","Rhys Hoskins",10800,33.8,3.1
"DET","@KC - Greinke ( R )","Akil Baddoo","Austin Meadows","Tucker Barnhart",7500,33.8,4.5
"DET","@KC - Greinke ( R )","Akil Baddoo","Javier Baez","Jonathan Schoop",8200,33.7,4.1
"KC","DET - Mize ( R )","Adalberto Mondesi","Hunter Dozier","Salvador Perez",8500,33.7,4
"NYY","TOR - Gausman ( R )","Aaron Judge","Giancarlo Stanton","Josh Donaldson",10600,33.7,3.2
"CHC","@COL - Freeland ( L )","Frank Schwindel","Jonathan Villar","Seiya Suzuki",9300,33.7,3.6
"DET","@KC - Greinke ( R )","Austin Meadows","Robbie Grossman","Tucker Barnhart",7800,33.7,4.3
"TOR","@NYY - Severino ( R )","George Springer","Lourdes Gurriel","Vladimir Guerrero Jr.",11300,33.7,3
"DET","@KC - Greinke ( R )","Javier Baez","Jonathan Schoop","Robbie Grossman",8500,33.7,4
"TOR","@NYY - Severino ( R )","Bo Bichette","George Springer","Matt Chapman",11200,33.6,3
"LAD","CIN - Cessa ( R )","Chris Taylor","Max Muncy","Mookie Betts",9700,33.6,3.5
"LAD","CIN - Cessa ( R )","Chris Taylor","Justin Turner","Mookie Betts",9900,33.6,3.4
"COL","CHC - Steele ( L )","Jose Iglesias","Randal Grichuk","Ryan McMahon",10000,33.6,3.4
"KC","DET - Mize ( R )","Andrew Benintendi","Bobby Witt Jr.","Whit Merrifield",8900,33.6,3.8
"CHC","@COL - Freeland ( L )","Clint Frazier","Frank Schwindel","Yan Gomes",8500,33.6,4
"TOR","@NYY - Severino ( R )","Lourdes Gurriel","Teoscar Hernandez","Vladimir Guerrero Jr.",11000,33.6,3.1
"DET","@KC - Greinke ( R )","Austin Meadows","Jeimer Candelario","Spencer Torkelson",8000,33.6,4.2
"TOR","@NYY - Severino ( R )","Bo Bichette","Matt Chapman","Teoscar Hernandez",10900,33.5,3.1
"ATL","@SD - Musgrove ( R )","Austin Riley","Eddie Rosario","Matt Olson",10600,33.5,3.2
"PIT","WAS - Adon ( R )","Bryan Reynolds","Cole Tucker","Dan Vogelbach",7200,33.5,4.7
"WSH","@PIT - Brubaker ( R )","Josh Bell","Keibert Ruiz","Lane Thomas",8200,33.5,4.1
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Didi Gregorius","Nick Castellanos",10000,33.5,3.4
"COL","CHC - Steele ( L )","Charlie Blackmon","Connor Joe","Jose Iglesias",9700,33.5,3.5
"TOR","@NYY - Severino ( R )","Alejandro Kirk","George Springer","Vladimir Guerrero Jr.",10700,33.5,3.1
"WSH","@PIT - Brubaker ( R )","Keibert Ruiz","Nelson Cruz","Victor Robles",8000,33.5,4.2
"LAD","CIN - Cessa ( R )","Chris Taylor","Mookie Betts","Will Smith",10100,33.5,3.3
"LAD","CIN - Cessa ( R )","Justin Turner","Max Muncy","Mookie Betts",9700,33.5,3.5
"DET","@KC - Greinke ( R )","Austin Meadows","Jeimer Candelario","Miguel Cabrera",8200,33.5,4.1
"DET","@KC - Greinke ( R )","Austin Meadows","Javier Baez","Tucker Barnhart",8600,33.5,3.9
"LAD","CIN - Cessa ( R )","Chris Taylor","Hanser Alberto","Trea Turner",8700,33.5,3.8
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Jean Segura","Nick Castellanos",11000,33.4,3
"COL","CHC - Steele ( L )","Connor Joe","Elias Diaz","Jose Iglesias",9500,33.4,3.5
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Josh Bell","Keibert Ruiz",8000,33.4,4.2
"WSH","@PIT - Brubaker ( R )","Josh Bell","Lane Thomas","Maikel Franco",7900,33.4,4.2
"CHC","@COL - Freeland ( L )","Clint Frazier","Frank Schwindel","Jonathan Villar",8600,33.4,3.9
"WSH","@PIT - Brubaker ( R )","Maikel Franco","Nelson Cruz","Victor Robles",7700,33.4,4.3
"TOR","@NYY - Severino ( R )","Alejandro Kirk","Teoscar Hernandez","Vladimir Guerrero Jr.",10400,33.4,3.2
"LAA","@TEX - Dunning ( R )","Andrew Velazquez","Jared Walsh","Mike Trout",9400,33.4,3.6
"LAD","CIN - Cessa ( R )","Freddie Freeman","Hanser Alberto","Mookie Betts",9200,33.4,3.6
"LAA","@TEX - Dunning ( R )","Anthony Rendon","Jo Adell","Matt Duffy",7600,33.4,4.4
"LAD","CIN - Cessa ( R )","Max Muncy","Mookie Betts","Will Smith",9900,33.4,3.4
"KC","DET - Mize ( R )","Hunter Dozier","Salvador Perez","Whit Merrifield",8900,33.3,3.7
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Josh Bell","Maikel Franco",7700,33.3,4.3
"LAD","CIN - Cessa ( R )","Justin Turner","Mookie Betts","Will Smith",10100,33.3,3.3
"COL","CHC - Steele ( L )","Charlie Blackmon","Jose Iglesias","Ryan McMahon",10200,33.3,3.3
"LAD","CIN - Cessa ( R )","Hanser Alberto","Max Muncy","Trea Turner",8500,33.3,3.9
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Didi Gregorius","J.T. Realmuto",9700,33.3,3.4
"DET","@KC - Greinke ( R )","Akil Baddoo","Jeimer Candelario","Jonathan Schoop",7500,33.3,4.4
"LAD","CIN - Cessa ( R )","Hanser Alberto","Justin Turner","Trea Turner",8700,33.3,3.8
"LAA","@TEX - Dunning ( R )","Jared Walsh","Max Stassi","Tyler Wade",7700,33.3,4.3
"TOR","@NYY - Severino ( R )","George Springer","Santiago Espinal","Teoscar Hernandez",10300,33.3,3.2
"TEX","LAA - Ohtani ( R )","Brad Miller","Corey Seager","Marcus Semien",9400,33.3,3.5
"TOR","@NYY - Severino ( R )","Bo Bichette","George Springer","Lourdes Gurriel",10900,33.3,3.1
"NYY","TOR - Gausman ( R )","Aaron Judge","Anthony Rizzo","Giancarlo Stanton",11100,33.3,3
"CHC","@COL - Freeland ( L )","Ian Happ","Michael Hermosillo","Nico Hoerner",9100,33.3,3.7
"ATL","@SD - Musgrove ( R )","Adam Duvall","Austin Riley","Matt Olson",10800,33.3,3.1
"COL","CHC - Steele ( L )","Elias Diaz","Jose Iglesias","Ryan McMahon",10000,33.3,3.3
"PHI","@MIA - Alcantara ( R )","Bryce Harper","J.T. Realmuto","Jean Segura",10700,33.2,3.1
"DET","@KC - Greinke ( R )","Jeimer Candelario","Jonathan Schoop","Robbie Grossman",7800,33.2,4.3
"PHI","@MIA - Alcantara ( R )","Didi Gregorius","Kyle Schwarber","Rhys Hoskins",9200,33.2,3.6
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Lane Thomas","Nelson Cruz",7500,33.2,4.4
"WSH","@PIT - Brubaker ( R )","Cesar Hernandez","Keibert Ruiz","Maikel Franco",7700,33.2,4.3
"KC","DET - Mize ( R )","Adalberto Mondesi","Carlos Santana","Salvador Perez",8400,33.2,4
"TOR","@NYY - Severino ( R )","Bo Bichette","Lourdes Gurriel","Teoscar Hernandez",10600,33.2,3.1
"LAD","CIN - Cessa ( R )","Hanser Alberto","Trea Turner","Will Smith",8900,33.2,3.7
"LAA","@TEX - Dunning ( R )","Brandon Marsh","Jo Adell","Matt Duffy",7000,33.2,4.7
"PIT","WAS - Adon ( R )","Ben Gamel","Dan Vogelbach","Ke'Bryan Hayes",7800,33.2,4.3
"PHI","@MIA - Alcantara ( R )","Jean Segura","Kyle Schwarber","Rhys Hoskins",10200,33.2,3.3
"CHC","@COL - Freeland ( L )","Michael Hermosillo","Nick Madrigal","Nico Hoerner",8100,33.1,4.1
"PIT","WAS - Adon ( R )","Dan Vogelbach","Ke'Bryan Hayes","Yoshi Tsutsugo",7900,33.1,4.2
"WSH","@PIT - Brubaker ( R )","Cesar Hernandez","Josh Bell","Victor Robles",7600,33.1,4.4
"TOR","@NYY - Severino ( R )","Bo Bichette","Matt Chapman","Vladimir Guerrero Jr.",11500,33.1,2.9
"TOR","@NYY - Severino ( R )","Alejandro Kirk","Bo Bichette","George Springer",10300,33.1,3.2
"PIT","WAS - Adon ( R )","Bryan Reynolds","Ke'Bryan Hayes","Roberto Perez",8500,33.1,3.9
"CHC","@COL - Freeland ( L )","Alfonso Rivas","Frank Schwindel","Patrick Wisdom",8500,33.1,3.9
"TOR","@NYY - Severino ( R )","George Springer","Raimel Tapia","Teoscar Hernandez",10200,33.1,3.2
"KC","DET - Mize ( R )","Adalberto Mondesi","Hunter Dozier","Whit Merrifield",8300,33.1,4
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Bryson Stott","Kyle Schwarber",9500,33,3.5
"DET","@KC - Greinke ( R )","Austin Meadows","Jeimer Candelario","Tucker Barnhart",7900,33,4.2
"CHC","@COL - Freeland ( L )","Frank Schwindel","Patrick Wisdom","Rafael Ortega",8900,33,3.7
"DET","@KC - Greinke ( R )","Javier Baez","Jeimer Candelario","Jonathan Schoop",8600,33,3.8
"DET","@KC - Greinke ( R )","Austin Meadows","Jonathan Schoop","Spencer Torkelson",8100,33,4.1
"TOR","@NYY - Severino ( R )","Alejandro Kirk","Bo Bichette","Teoscar Hernandez",10000,33,3.3
"PIT","WAS - Adon ( R )","Bryan Reynolds","Ke'Bryan Hayes","Kevin Newman",8500,33,3.9
"KC","DET - Mize ( R )","Andrew Benintendi","Hunter Dozier","Salvador Perez",8800,32.9,3.7
"NYY","TOR - Gausman ( R )","Aaron Judge","Joey Gallo","Josh Donaldson",9500,32.9,3.5
"LAD","CIN - Cessa ( R )","Chris Taylor","Hanser Alberto","Mookie Betts",8800,32.9,3.7
"DET","@KC - Greinke ( R )","Austin Meadows","Jonathan Schoop","Miguel Cabrera",8300,32.9,4
"CHC","@COL - Freeland ( L )","Alfonso Rivas","Frank Schwindel","Seiya Suzuki",9100,32.9,3.6
"COL","CHC - Steele ( L )","Brendan Rodgers","Jose Iglesias","Randal Grichuk",9000,32.9,3.7
"PIT","WAS - Adon ( R )","Ben Gamel","Bryan Reynolds","Cole Tucker",7300,32.9,4.5
"PHI","@MIA - Alcantara ( R )","Didi Gregorius","Kyle Schwarber","Nick Castellanos",9400,32.9,3.5
"WSH","@PIT - Brubaker ( R )","Juan Soto","Nelson Cruz","Yadiel Hernandez",9600,32.9,3.4
"LAD","CIN - Cessa ( R )","Cody Bellinger","Freddie Freeman","Trea Turner",9800,32.9,3.4
"LAA","@TEX - Dunning ( R )","Anthony Rendon","Brandon Marsh","Jo Adell",7700,32.9,4.3
"PIT","WAS - Adon ( R )","Bryan Reynolds","Cole Tucker","Yoshi Tsutsugo",7400,32.9,4.4
"TOR","@NYY - Severino ( R )","George Springer","Santiago Espinal","Vladimir Guerrero Jr.",10900,32.9,3
"CHC","@COL - Freeland ( L )","Frank Schwindel","Rafael Ortega","Seiya Suzuki",9500,32.9,3.5
"KC","DET - Mize ( R )","Carlos Santana","Salvador Perez","Whit Merrifield",8800,32.8,3.7
"PHI","@MIA - Alcantara ( R )","Jean Segura","Kyle Schwarber","Nick Castellanos",10400,32.8,3.2
"CHC","@COL - Freeland ( L )","Frank Schwindel","Jason Heyward","Patrick Wisdom",8700,32.8,3.8
"TEX","LAA - Ohtani ( R )","Brad Miller","Corey Seager","Nate Lowe",8600,32.8,3.8
"DET","@KC - Greinke ( R )","Akil Baddoo","Robbie Grossman","Spencer Torkelson",6900,32.8,4.8
"PIT","WAS - Adon ( R )","Bryan Reynolds","Dan Vogelbach","Roberto Perez",7400,32.8,4.4
"LAD","CIN - Cessa ( R )","Hanser Alberto","Max Muncy","Mookie Betts",8600,32.8,3.8
"KC","DET - Mize ( R )","Bobby Witt Jr.","Hunter Dozier","Salvador Perez",8300,32.8,3.9
"LAD","CIN - Cessa ( R )","Hanser Alberto","Justin Turner","Mookie Betts",8800,32.8,3.7
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Bryson Stott","Rhys Hoskins",9800,32.8,3.3
"TOR","@NYY - Severino ( R )","Bo Bichette","Lourdes Gurriel","Vladimir Guerrero Jr.",11200,32.8,2.9
"TOR","@NYY - Severino ( R )","Santiago Espinal","Teoscar Hernandez","Vladimir Guerrero Jr.",10600,32.8,3.1
"ATL","@SD - Musgrove ( R )","Adam Duvall","Eddie Rosario","Matt Olson",9600,32.7,3.4
"PHI","@MIA - Alcantara ( R )","Didi Gregorius","J.T. Realmuto","Kyle Schwarber",9100,32.7,3.6
"DET","@KC - Greinke ( R )","Akil Baddoo","Miguel Cabrera","Robbie Grossman",7100,32.7,4.6
"WSH","@PIT - Brubaker ( R )","Josh Bell","Keibert Ruiz","Victor Robles",8000,32.7,4.1
"TOR","@NYY - Severino ( R )","George Springer","Teoscar Hernandez","Zack Collins",9900,32.7,3.3
"TEX","LAA - Ohtani ( R )","Adolis Garcia","Brad Miller","Corey Seager",9000,32.7,3.6
"WSH","@PIT - Brubaker ( R )","Juan Soto","Nelson Cruz","Riley Adams",9300,32.7,3.5
"PIT","WAS - Adon ( R )","Bryan Reynolds","Dan Vogelbach","Kevin Newman",7400,32.7,4.4
"KC","DET - Mize ( R )","Adalberto Mondesi","Andrew Benintendi","Hunter Dozier",8200,32.7,4
"PHI","@MIA - Alcantara ( R )","J.T. Realmuto","Jean Segura","Kyle Schwarber",10100,32.6,3.2
"CHC","@COL - Freeland ( L )","Frank Schwindel","Jason Heyward","Seiya Suzuki",9300,32.6,3.5
"LAD","CIN - Cessa ( R )","Hanser Alberto","Mookie Betts","Will Smith",9000,32.6,3.6
"TOR","@NYY - Severino ( R )","George Springer","Raimel Tapia","Vladimir Guerrero Jr.",10800,32.6,3
"NYY","TOR - Gausman ( R )","Anthony Rizzo","Giancarlo Stanton","Josh Donaldson",10300,32.6,3.2
"CHC","@COL - Freeland ( L )","Alfonso Rivas","Clint Frazier","Frank Schwindel",8400,32.6,3.9
"COL","CHC - Steele ( L )","Brendan Rodgers","Charlie Blackmon","Jose Iglesias",9200,32.6,3.5
"PHI","@MIA - Alcantara ( R )","Didi Gregorius","Nick Castellanos","Rhys Hoskins",9700,32.6,3.4
"KC","DET - Mize ( R )","Adalberto Mondesi","Nicky Lopez","Salvador Perez",8600,32.6,3.8
"WSH","@PIT - Brubaker ( R )","Josh Bell","Maikel Franco","Victor Robles",7700,32.6,4.2
"TEX","LAA - Ohtani ( R )","Brad Miller","Corey Seager","Mitch Garver",9000,32.6,3.6
"CHC","@COL - Freeland ( L )","Clint Frazier","Frank Schwindel","Rafael Ortega",8800,32.6,3.7
"CHC","@COL - Freeland ( L )","Patrick Wisdom","Willson Contreras","Yan Gomes",9300,32.6,3.5
"LAA","@TEX - Dunning ( R )","Jo Adell","Matt Duffy","Max Stassi",6900,32.6,4.7
"DET","@KC - Greinke ( R )","Akil Baddoo","Javier Baez","Spencer Torkelson",7700,32.6,4.2
"ATL","@SD - Musgrove ( R )","Austin Riley","Matt Olson","Ozzie Albies",11900,32.6,2.7
"PHI","@MIA - Alcantara ( R )","Jean Segura","Nick Castellanos","Rhys Hoskins",10700,32.6,3
"TOR","@NYY - Severino ( R )","Alejandro Kirk","Bo Bichette","Vladimir Guerrero Jr.",10600,32.6,3.1
"KC","DET - Mize ( R )","Adalberto Mondesi","Carlos Santana","Whit Merrifield",8200,32.6,4
"COL","CHC - Steele ( L )","Brendan Rodgers","Elias Diaz","Jose Iglesias",9000,32.6,3.6
"TOR","@NYY - Severino ( R )","Raimel Tapia","Teoscar Hernandez","Vladimir Guerrero Jr.",10500,32.5,3.1
"KC","DET - Mize ( R )","Adalberto Mondesi","Michael A. Taylor","Salvador Perez",8400,32.5,3.9
"NYY","TOR - Gausman ( R )","Aaron Judge","Anthony Rizzo","Joey Gallo",10000,32.5,3.3
"CHC","@COL - Freeland ( L )","Frank Schwindel","Ian Happ","Yan Gomes",9200,32.5,3.5
"DET","@KC - Greinke ( R )","Javier Baez","Robbie Grossman","Spencer Torkelson",8000,32.5,4.1
"PIT","WAS - Adon ( R )","Ben Gamel","Ke'Bryan Hayes","Yoshi Tsutsugo",8000,32.5,4.1
"KC","DET - Mize ( R )","Adalberto Mondesi","Bobby Witt Jr.","Hunter Dozier",7700,32.5,4.2
"WSH","@PIT - Brubaker ( R )","Lane Thomas","Nelson Cruz","Victor Robles",7500,32.5,4.3
"DET","@KC - Greinke ( R )","Akil Baddoo","Javier Baez","Miguel Cabrera",7900,32.5,4.1
"WSH","@PIT - Brubaker ( R )","Dee Strange-Gordon","Juan Soto","Nelson Cruz",9300,32.5,3.5
"TOR","@NYY - Severino ( R )","Bo Bichette","George Springer","Santiago Espinal",10500,32.5,3.1
"DET","@KC - Greinke ( R )","Austin Meadows","Jonathan Schoop","Tucker Barnhart",8000,32.5,4.1
"PHI","@MIA - Alcantara ( R )","Bryce Harper","Bryson Stott","Nick Castellanos",10000,32.4,3.2
"KC","DET - Mize ( R )","Andrew Benintendi","Carlos Santana","Salvador Perez",8700,32.4,3.7
"PHI","@MIA - Alcantara ( R )","Didi Gregorius","J.T. Realmuto","Rhys Hoskins",9400,32.4,3.4
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Josh Bell","Lane Thomas",7500,32.4,4.3
"DET","@KC - Greinke ( R )","Javier Baez","Miguel Cabrera","Robbie Grossman",8200,32.4,4
"CHC","@COL - Freeland ( L )","Seiya Suzuki","Willson Contreras","Yan Gomes",9900,32.4,3.3
"LAD","CIN - Cessa ( R )","Chris Taylor","Cody Bellinger","Trea Turner",9400,32.4,3.4
"WSH","@PIT - Brubaker ( R )","Juan Soto","Lucius Fox","Nelson Cruz",9300,32.4,3.5
"CHC","@COL - Freeland ( L )","Jonathan Villar","Patrick Wisdom","Willson Contreras",9400,32.4,3.4
"WSH","@PIT - Brubaker ( R )","Alcides Escobar","Nelson Cruz","Victor Robles",7300,32.4,4.4
"LAA","@TEX - Dunning ( R )","Jo Adell","Jose Rojas","Mike Trout",8400,32.4,3.9
"PHI","@MIA - Alcantara ( R )","J.T. Realmuto","Jean Segura","Rhys Hoskins",10400,32.4,3.1
"CHC","@COL - Freeland ( L )","Clint Frazier","Frank Schwindel","Jason Heyward",8600,32.4,3.8
"CHC","@COL - Freeland ( L )","Frank Schwindel","Nick Madrigal","Yan Gomes",8200,32.4,3.9
