"Team","Opp","Player1","Player2","Salary","Proj","Value"
"NYM","SF - Cobb ( R )","Francisco Lindor","Tomas Nido",5900,15.1,2.6
"WSH","ARI - Bumgarner ( L )","Josh Bell","Riley Adams",5700,15.1,2.6
"COL","PHI - Nola ( R )","Dom Nunez","Elias Diaz",5700,15,2.6
"NYM","SF - Cobb ( R )","Brandon Nimmo","Pete Alonso",7500,15,2
"NYM","SF - Cobb ( R )","Mark Canha","Pete Alonso",6900,15,2.2
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Jed Lowrie",4700,15,3.2
"COL","PHI - Nola ( R )","C.J. Cron","Yonathan Daza",6800,15,2.2
"WSH","ARI - Bumgarner ( L )","Cesar Hernandez","Donovan Casey",4700,15,3.2
"WSH","ARI - Bumgarner ( L )","Cesar Hernandez","Lucius Fox",4700,15,3.2
"TB","@CHC - Hendricks ( R )","Brett Phillips","Mike Zunino",4200,15,3.6
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Jake Marisnick",5000,15,3
"CHC","TB - McClanahan ( L )","Jason Heyward","Patrick Wisdom",4800,15,3.1
"OAK","BAL - Watkins ( R )","Jed Lowrie","Stephen Piscotty",4900,15,3.1
"LAD","ATL - Ynoa ( R )","Austin Barnes","Justin Turner",5400,15,2.8
"SD","CIN - Lodolo ( L )","Jose Azocar","Manny Machado",6100,15,2.5
"SF","@NYM - Megill ( R )","Brandon Crawford","Luke Williams",4700,14.9,3.2
"ARI","@WAS - Gray ( R )","Sergio Alcantara","Yonny Hernandez",4100,14.9,3.6
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Ji-Man Choi",5700,14.9,2.6
"WSH","ARI - Bumgarner ( L )","Lane Thomas","Riley Adams",4300,14.9,3.5
"CIN","@SD - Manaea ( L )","Jake Fraley","Mike Moustakas",4600,14.9,3.2
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Taylor Walls",4500,14.9,3.3
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Eddie Rosario",4600,14.9,3.2
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Martin Maldonado",4800,14.9,3.1
"NYM","SF - Cobb ( R )","J.D. Davis","Starling Marte",6600,14.9,2.3
"OAK","BAL - Watkins ( R )","Chad Pinder","Kevin Smith",4900,14.9,3
"COL","PHI - Nola ( R )","Alan Trejo","Brendan Rodgers",5400,14.9,2.8
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Yordan Alvarez",5800,14.9,2.6
"NYM","SF - Cobb ( R )","Brandon Nimmo","Francisco Lindor",7400,14.9,2
"NYM","SF - Cobb ( R )","Francisco Lindor","Mark Canha",6800,14.9,2.2
"NYM","SF - Cobb ( R )","Luis Guillorme","Starling Marte",6000,14.8,2.5
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Mike Brosseau",5000,14.8,3
"SF","@NYM - Megill ( R )","Brandon Crawford","Mauricio Dubon",4800,14.8,3.1
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Wander Franco",5800,14.8,2.6
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Keston Hiura",5000,14.8,3
"CHC","TB - McClanahan ( L )","Ian Happ","Jason Heyward",5200,14.8,2.8
"HOU","LAA - Lorenzen ( R )","Jason Castro","Yordan Alvarez",5700,14.8,2.6
"CHC","TB - McClanahan ( L )","Jason Heyward","Nick Madrigal",4700,14.8,3.1
"LAD","ATL - Ynoa ( R )","Austin Barnes","Cody Bellinger",5100,14.7,2.9
"WSH","ARI - Bumgarner ( L )","Maikel Franco","Yadiel Hernandez",5300,14.7,2.8
"OAK","BAL - Watkins ( R )","Austin Allen","Jed Lowrie",4700,14.7,3.1
"LAD","ATL - Ynoa ( R )","Freddie Freeman","Hanser Alberto",5700,14.7,2.6
"NYM","SF - Cobb ( R )","Nick Plummer","Starling Marte",6000,14.7,2.5
"CIN","@SD - Manaea ( L )","Kyle Farmer","Tyler Naquin",5200,14.7,2.8
"NYM","SF - Cobb ( R )","Matt Reynolds","Starling Marte",6000,14.7,2.5
"PIT","@MIL - Lauer ( L )","Ben Gamel","Jake Marisnick",5200,14.7,2.8
"LAA","@HOU - Garcia ( R )","Jared Walsh","Matt Duffy",5500,14.7,2.7
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Josh Bell",5700,14.7,2.6
"WSH","ARI - Bumgarner ( L )","Josh Bell","Lucius Fox",5700,14.7,2.6
"CHC","TB - McClanahan ( L )","Jonathan Villar","Michael Hermosillo",4800,14.7,3.1
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Dansby Swanson",4800,14.7,3.1
"MIL","PIT - Thompson ( R )","Keston Hiura","Willy Adames",5200,14.6,2.8
"HOU","LAA - Lorenzen ( R )","Joe Perez","Yordan Alvarez",5700,14.6,2.6
"CIN","@SD - Manaea ( L )","Aramis Garcia","Jonathan India",5200,14.6,2.8
"MIL","PIT - Thompson ( R )","Christian Yelich","Victor Caratini",5100,14.6,2.9
"ARI","@WAS - Gray ( R )","Cooper Hummel","Seth Beer",5100,14.6,2.9
"ARI","@WAS - Gray ( R )","Jake McCarthy","Seth Beer",4500,14.6,3.2
"ARI","@WAS - Gray ( R )","Jose Herrera","Seth Beer",4500,14.6,3.2
"LAA","@HOU - Garcia ( R )","Jared Walsh","Kurt Suzuki",5200,14.6,2.8
"SD","CIN - Lodolo ( L )","Eric Hosmer","Jurickson Profar",5600,14.6,2.6
"NYM","SF - Cobb ( R )","J.D. Davis","Pete Alonso",6600,14.6,2.2
"PIT","@MIL - Lauer ( L )","Cole Tucker","Roberto Perez",4600,14.6,3.2
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Rafael Ortega",4700,14.6,3.1
"CIN","@SD - Manaea ( L )","Brandon Drury","Jake Fraley",4900,14.6,3
"NYM","SF - Cobb ( R )","Luis Guillorme","Pete Alonso",6000,14.6,2.4
"LAA","@HOU - Garcia ( R )","Jack Mayfield","Jared Walsh",6100,14.5,2.4
"SF","@NYM - Megill ( R )","Austin Slater","Darin Ruf",5000,14.5,2.9
"ARI","@WAS - Gray ( R )","Cooper Hummel","David Peralta",5100,14.5,2.8
"ARI","@WAS - Gray ( R )","David Peralta","Jake McCarthy",4500,14.5,3.2
"ARI","@WAS - Gray ( R )","David Peralta","Jose Herrera",4500,14.5,3.2
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Lane Thomas",4300,14.5,3.4
"WSH","ARI - Bumgarner ( L )","Lane Thomas","Lucius Fox",4300,14.5,3.4
"HOU","LAA - Lorenzen ( R )","Jose Altuve","Jose Siri",5400,14.5,2.7
"CHC","TB - McClanahan ( L )","Willson Contreras","Yan Gomes",5400,14.5,2.7
"COL","PHI - Nola ( R )","Jose Iglesias","Sam Hilliard",5600,14.5,2.6
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Manny Pina",4400,14.5,3.3
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Diego Castillo",5000,14.5,2.9
"LAD","ATL - Ynoa ( R )","Austin Barnes","Edwin Rios",4000,14.5,3.6
"COL","PHI - Nola ( R )","Connor Joe","Yonathan Daza",6200,14.4,2.3
"SD","CIN - Lodolo ( L )","Jurickson Profar","Matt Beaty",4800,14.4,3
"WSH","ARI - Bumgarner ( L )","Keibert Ruiz","Yadiel Hernandez",5300,14.4,2.7
"NYM","SF - Cobb ( R )","Nick Plummer","Pete Alonso",6000,14.4,2.4
"SF","@NYM - Megill ( R )","Austin Slater","Joc Pederson",5400,14.4,2.7
"NYM","SF - Cobb ( R )","Matt Reynolds","Pete Alonso",6000,14.4,2.4
"MIL","PIT - Thompson ( R )","Keston Hiura","Kolten Wong",4800,14.4,3
"NYM","SF - Cobb ( R )","Francisco Lindor","J.D. Davis",6500,14.4,2.2
"ARI","@WAS - Gray ( R )","Geraldo Perdomo","Yonny Hernandez",4400,14.4,3.3
"CIN","@SD - Manaea ( L )","Aramis Garcia","Tommy Pham",5000,14.4,2.9
"HOU","LAA - Lorenzen ( R )","Jose Siri","Michael Brantley",4800,14.4,3
"NYM","SF - Cobb ( R )","Francisco Lindor","Luis Guillorme",5900,14.4,2.4
"TB","@CHC - Hendricks ( R )","Brett Phillips","Josh Lowe",4500,14.4,3.2
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Randy Arozarena",5000,14.3,2.9
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Niko Goodrum",4600,14.3,3.1
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Yoshi Tsutsugo",5500,14.3,2.6
"CHC","TB - McClanahan ( L )","Jason Heyward","Seiya Suzuki",5600,14.3,2.6
"HOU","LAA - Lorenzen ( R )","Jose Siri","Kyle Tucker",5500,14.3,2.6
"MIL","PIT - Thompson ( R )","Christian Yelich","Mike Brosseau",5200,14.3,2.8
"SF","@NYM - Megill ( R )","Darin Ruf","Tommy La Stella",5000,14.3,2.9
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Kevin Newman",5400,14.3,2.6
"PIT","@MIL - Lauer ( L )","Hoy Park","Jake Marisnick",4600,14.3,3.1
"OAK","BAL - Watkins ( R )","Kevin Smith","Sheldon Neuse",4300,14.3,3.3
"ARI","@WAS - Gray ( R )","Christian Walker","Cooper Hummel",5000,14.3,2.9
"ARI","@WAS - Gray ( R )","Christian Walker","Jake McCarthy",4400,14.3,3.2
"ARI","@WAS - Gray ( R )","Christian Walker","Jose Herrera",4400,14.3,3.2
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Manny Pina",4600,14.3,3.1
"SF","@NYM - Megill ( R )","Curt Casali","Darin Ruf",4800,14.3,3
"CIN","@SD - Manaea ( L )","Mike Moustakas","Tyler Naquin",4900,14.2,2.9
"NYM","SF - Cobb ( R )","Francisco Lindor","Nick Plummer",5900,14.2,2.4
"NYM","SF - Cobb ( R )","Francisco Lindor","Matt Reynolds",5900,14.2,2.4
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Josh VanMeter",4900,14.2,2.9
"ARI","@WAS - Gray ( R )","Jordan Luplow","Seth Beer",4500,14.2,3.2
"SF","@NYM - Megill ( R )","Joc Pederson","Tommy La Stella",5400,14.2,2.6
"TB","@CHC - Hendricks ( R )","Brett Phillips","Kevin Kiermaier",4100,14.2,3.5
"TB","@CHC - Hendricks ( R )","Brett Phillips","Yandy Diaz",4500,14.2,3.2
"PIT","@MIL - Lauer ( L )","Ben Gamel","Diego Castillo",5200,14.2,2.7
"SF","@NYM - Megill ( R )","Curt Casali","Joc Pederson",5200,14.2,2.7
"SD","CIN - Lodolo ( L )","Eric Hosmer","Jorge Alfaro",5000,14.1,2.8
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Victor Caratini",4900,14.1,2.9
"ARI","@WAS - Gray ( R )","David Peralta","Jordan Luplow",4500,14.1,3.1
"SF","@NYM - Megill ( R )","Darin Ruf","Luke Williams",4800,14.1,2.9
"MIL","PIT - Thompson ( R )","Keston Hiura","Rowdy Tellez",4600,14.1,3.1
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Matt Olson",5900,14.1,2.4
"WSH","ARI - Bumgarner ( L )","Maikel Franco","Riley Adams",4700,14.1,3
"SD","CIN - Lodolo ( L )","C.J. Abrams","Jurickson Profar",5200,14.1,2.7
"CIN","@SD - Manaea ( L )","Aramis Garcia","Aristides Aquino",4400,14.1,3.2
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Austin Hays",4500,14.1,3.1
"HOU","LAA - Lorenzen ( R )","Jose Siri","Yuli Gurriel",4800,14.1,2.9
"PIT","@MIL - Lauer ( L )","Andrew Knapp","Bryan Reynolds",4900,14,2.9
"SD","CIN - Lodolo ( L )","Jose Azocar","Trent Grisham",4600,14,3.1
"PIT","@MIL - Lauer ( L )","Ben Gamel","Yoshi Tsutsugo",5700,14,2.5
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Mike Zunino",4400,14,3.2
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Matt Beaty",4200,14,3.3
"OAK","BAL - Watkins ( R )","Billy McKinney","Stephen Vogt",4400,14,3.2
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Jose Altuve",5500,14,2.5
"SF","@NYM - Megill ( R )","Joc Pederson","Luke Williams",5200,14,2.7
"PIT","@MIL - Lauer ( L )","Ben Gamel","Kevin Newman",5600,14,2.5
"SF","@NYM - Megill ( R )","Darin Ruf","Mauricio Dubon",4900,14,2.9
"PHI","@COL - Kuhl ( R )","Alec Bohm","Johan Camargo",5700,14,2.5
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Jose Siri",5600,14,2.5
"MIL","PIT - Thompson ( R )","Victor Caratini","Willy Adames",5100,14,2.7
"OAK","BAL - Watkins ( R )","Billy McKinney","Drew Jackson",4400,13.9,3.2
"CIN","@SD - Manaea ( L )","Brandon Drury","Tyler Naquin",5200,13.9,2.7
"HOU","LAA - Lorenzen ( R )","Jason Castro","Jose Altuve",5400,13.9,2.6
"COL","PHI - Nola ( R )","Dom Nunez","Jose Iglesias",5600,13.9,2.5
"OAK","BAL - Watkins ( R )","Billy McKinney","Christian Bethancourt",4400,13.9,3.2
"SF","@NYM - Megill ( R )","Joc Pederson","Mauricio Dubon",5300,13.9,2.6
"ARI","@WAS - Gray ( R )","Christian Walker","Jordan Luplow",4400,13.9,3.2
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Michael Brantley",4900,13.9,2.8
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Guillermo Heredia",5200,13.8,2.7
"CHC","TB - McClanahan ( L )","Jonathan Villar","Nico Hoerner",4900,13.8,2.8
"OAK","BAL - Watkins ( R )","Billy McKinney","Stephen Piscotty",4600,13.8,3
"BAL","@OAK - Montas ( R )","Cedric Mullins","Ryan McKenna",5000,13.8,2.8
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Mike Brosseau",5000,13.8,2.8
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Trey Mancini",4500,13.8,3.1
"SD","CIN - Lodolo ( L )","Jose Azocar","Luke Voit",4900,13.8,2.8
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Kyle Tucker",5600,13.8,2.5
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Ryan Mountcastle",5100,13.8,2.7
"BAL","@OAK - Montas ( R )","Cedric Mullins","Chris Owings",5000,13.8,2.8
"PIT","@MIL - Lauer ( L )","Diego Castillo","Hoy Park",4600,13.8,3
"HOU","LAA - Lorenzen ( R )","Joe Perez","Jose Altuve",5400,13.8,2.6
"WSH","ARI - Bumgarner ( L )","Keibert Ruiz","Riley Adams",4700,13.8,2.9
"HOU","LAA - Lorenzen ( R )","Jason Castro","Michael Brantley",4800,13.8,2.9
"CHC","TB - McClanahan ( L )","Nico Hoerner","Rafael Ortega",4800,13.8,2.9
"SD","CIN - Lodolo ( L )","Jose Azocar","Wil Myers",4700,13.7,2.9
"COL","PHI - Nola ( R )","Alan Trejo","Elias Diaz",5700,13.7,2.4
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Yadiel Hernandez",4900,13.7,2.8
"HOU","LAA - Lorenzen ( R )","Jason Castro","Kyle Tucker",5500,13.7,2.5
"MIL","PIT - Thompson ( R )","Kolten Wong","Victor Caratini",4700,13.7,2.9
"MIL","PIT - Thompson ( R )","Keston Hiura","Lorenzo Cain",4500,13.7,3
"CIN","@SD - Manaea ( L )","Aramis Garcia","Tyler Stephenson",5100,13.7,2.7
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Maikel Franco",4700,13.7,2.9
"WSH","ARI - Bumgarner ( L )","Lucius Fox","Maikel Franco",4700,13.7,2.9
"SD","CIN - Lodolo ( L )","Jake Cronenworth","Jose Azocar",5100,13.7,2.7
"SD","CIN - Lodolo ( L )","C.J. Abrams","Jorge Alfaro",4600,13.6,3
"MIL","PIT - Thompson ( R )","Mike Brosseau","Willy Adames",5200,13.6,2.6
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Jose Siri",4400,13.6,3.1
"HOU","LAA - Lorenzen ( R )","Joe Perez","Michael Brantley",4800,13.6,2.8
"PIT","@MIL - Lauer ( L )","Hoy Park","Yoshi Tsutsugo",5100,13.6,2.7
"LAD","ATL - Ynoa ( R )","Austin Barnes","Gavin Lux",5200,13.6,2.6
"PIT","@MIL - Lauer ( L )","Hoy Park","Kevin Newman",5000,13.6,2.7
"HOU","LAA - Lorenzen ( R )","Joe Perez","Kyle Tucker",5500,13.6,2.5
"CHC","TB - McClanahan ( L )","Jason Heyward","Michael Hermosillo",4600,13.6,3
"OAK","BAL - Watkins ( R )","Austin Allen","Billy McKinney",4400,13.6,3.1
"CIN","@SD - Manaea ( L )","Jake Fraley","Tyler Naquin",5100,13.6,2.7
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Orlando Arcia",4600,13.6,2.9
"COL","PHI - Nola ( R )","Ryan McMahon","Yonathan Daza",6400,13.6,2.1
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Yuli Gurriel",4900,13.5,2.8
"CIN","@SD - Manaea ( L )","Donovan Solano","Jonathan India",5200,13.5,2.6
"SF","@NYM - Megill ( R )","Austin Slater","Wilmer Flores",4700,13.5,2.9
"OAK","BAL - Watkins ( R )","Elvis Andrus","Stephen Vogt",4800,13.5,2.8
"NYM","SF - Cobb ( R )","Eduardo Escobar","Tomas Nido",5600,13.5,2.4
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Travis d'Arnaud",5200,13.5,2.6
"PIT","@MIL - Lauer ( L )","Josh VanMeter","Ke'Bryan Hayes",5400,13.5,2.5
"ARI","@WAS - Gray ( R )","Cooper Hummel","Pavin Smith",4900,13.4,2.7
"ARI","@WAS - Gray ( R )","Jake McCarthy","Pavin Smith",4300,13.4,3.1
"ARI","@WAS - Gray ( R )","Jose Herrera","Pavin Smith",4300,13.4,3.1
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Alex Bregman",5700,13.4,2.4
"OAK","BAL - Watkins ( R )","Cristian Pache","Kevin Smith",4400,13.4,3.1
"HOU","LAA - Lorenzen ( R )","Jason Castro","Yuli Gurriel",4800,13.4,2.8
"LAD","ATL - Ynoa ( R )","Chris Taylor","Hanser Alberto",5300,13.4,2.5
"OAK","BAL - Watkins ( R )","Drew Jackson","Elvis Andrus",4800,13.4,2.8
"MIL","PIT - Thompson ( R )","Rowdy Tellez","Victor Caratini",4500,13.4,3
"MIL","PIT - Thompson ( R )","Kolten Wong","Mike Brosseau",4800,13.4,2.8
"BAL","@OAK - Montas ( R )","Cedric Mullins","Kelvin Gutierrez",5200,13.4,2.6
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Josh Lowe",4700,13.4,2.8
"PIT","@MIL - Lauer ( L )","Cole Tucker","Dan Vogelbach",5000,13.4,2.7
"WSH","ARI - Bumgarner ( L )","Donovan Casey","Keibert Ruiz",4700,13.4,2.8
"WSH","ARI - Bumgarner ( L )","Keibert Ruiz","Lucius Fox",4700,13.4,2.8
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Elvis Andrus",4800,13.4,2.8
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Jason Castro",5600,13.3,2.4
"ATL","@LAD - Kershaw ( L )","Austin Riley","Guillermo Heredia",5900,13.3,2.3
"HOU","LAA - Lorenzen ( R )","Joe Perez","Yuli Gurriel",4800,13.3,2.8
"OAK","BAL - Watkins ( R )","Elvis Andrus","Stephen Piscotty",5000,13.3,2.7
"SF","@NYM - Megill ( R )","Tommy La Stella","Wilmer Flores",4700,13.3,2.8
"PIT","@MIL - Lauer ( L )","Andrew Knapp","Ke'Bryan Hayes",5400,13.3,2.5
"NYM","SF - Cobb ( R )","Brandon Nimmo","Eduardo Escobar",7100,13.3,1.9
"NYM","SF - Cobb ( R )","Eduardo Escobar","Mark Canha",6500,13.3,2
"CIN","@SD - Manaea ( L )","Donovan Solano","Tommy Pham",5000,13.3,2.7
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Manuel Margot",5100,13.3,2.6
"COL","PHI - Nola ( R )","Dom Nunez","Sam Hilliard",5000,13.3,2.7
"SF","@NYM - Megill ( R )","Curt Casali","Wilmer Flores",4500,13.2,2.9
"CIN","@SD - Manaea ( L )","Colin Moran","Jonathan India",5600,13.2,2.4
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Joe Perez",5600,13.2,2.4
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Kevin Kiermaier",4300,13.2,3.1
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Yandy Diaz",4700,13.2,2.8
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Rougned Odor",4200,13.2,3.1
"ATL","@LAD - Kershaw ( L )","Manny Pina","Orlando Arcia",4400,13.2,3
"WSH","ARI - Bumgarner ( L )","Victor Robles","Yadiel Hernandez",4800,13.2,2.7
"COL","PHI - Nola ( R )","Charlie Blackmon","Yonathan Daza",5900,13.1,2.2
"OAK","BAL - Watkins ( R )","Chad Pinder","Stephen Vogt",4800,13.1,2.7
"SD","CIN - Lodolo ( L )","Austin Nola","Jose Azocar",4800,13.1,2.7
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Chas McCormick",4500,13.1,2.9
"NYM","SF - Cobb ( R )","Robinson Cano","Tomas Nido",4600,13.1,2.9
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Ramon Urias",4300,13.1,3
"SF","@NYM - Megill ( R )","Austin Slater","Thairo Estrada",5100,13.1,2.6
"SF","@NYM - Megill ( R )","Luke Williams","Wilmer Flores",4500,13.1,2.9
"MIL","PIT - Thompson ( R )","Mike Brosseau","Rowdy Tellez",4600,13.1,2.8
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Roberto Perez",5000,13.1,2.6
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Jose Azocar",4500,13.1,2.9
"PIT","@MIL - Lauer ( L )","Ben Gamel","Cole Tucker",5200,13.1,2.5
"OAK","BAL - Watkins ( R )","Austin Allen","Elvis Andrus",4800,13.1,2.7
"OAK","BAL - Watkins ( R )","Chad Pinder","Drew Jackson",4800,13.1,2.7
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Riley Adams",4300,13,3
"ARI","@WAS - Gray ( R )","Jordan Luplow","Pavin Smith",4300,13,3
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Justin Turner",5500,13,2.4
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Marcell Ozuna",5100,13,2.6
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Jason Castro",4400,13,3
"COL","PHI - Nola ( R )","Randal Grichuk","Yonathan Daza",5700,13,2.3
"LAA","@HOU - Garcia ( R )","Jose Rojas","Matt Duffy",4300,13,3
"OAK","BAL - Watkins ( R )","Chad Pinder","Christian Bethancourt",4800,13,2.7
"CIN","@SD - Manaea ( L )","Colin Moran","Tommy Pham",5400,13,2.4
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Victor Caratini",4400,13,3
"CIN","@SD - Manaea ( L )","Aramis Garcia","Joey Votto",5000,13,2.6
"SF","@NYM - Megill ( R )","Mauricio Dubon","Wilmer Flores",4600,13,2.8
"CIN","@SD - Manaea ( L )","Aristides Aquino","Donovan Solano",4400,13,2.9
"OAK","BAL - Watkins ( R )","Chad Pinder","Stephen Piscotty",5000,13,2.6
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Anthony Santander",4800,12.9,2.7
"NYM","SF - Cobb ( R )","Brandon Nimmo","Robinson Cano",6100,12.9,2.1
"NYM","SF - Cobb ( R )","Mark Canha","Robinson Cano",5500,12.9,2.3
"LAA","@HOU - Garcia ( R )","Jose Rojas","Kurt Suzuki",4000,12.9,3.2
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Joe Perez",4400,12.9,2.9
"SF","@NYM - Megill ( R )","Thairo Estrada","Tommy La Stella",5100,12.9,2.5
"ARI","@WAS - Gray ( R )","Carson Kelly","Cooper Hummel",4700,12.9,2.7
"ARI","@WAS - Gray ( R )","Carson Kelly","Jake McCarthy",4100,12.9,3.1
"ARI","@WAS - Gray ( R )","Carson Kelly","Jose Herrera",4100,12.9,3.1
"CHC","TB - McClanahan ( L )","Jonathan Villar","Rafael Ortega",4900,12.9,2.6
"LAA","@HOU - Garcia ( R )","Jack Mayfield","Jose Rojas",4900,12.9,2.6
"SF","@NYM - Megill ( R )","Curt Casali","Thairo Estrada",4900,12.8,2.6
"CHC","TB - McClanahan ( L )","Frank Schwindel","Yan Gomes",4800,12.8,2.7
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Hanser Alberto",5200,12.8,2.5
"NYM","SF - Cobb ( R )","Eduardo Escobar","J.D. Davis",6200,12.8,2.1
"NYM","SF - Cobb ( R )","Eduardo Escobar","Luis Guillorme",5600,12.8,2.3
"PIT","@MIL - Lauer ( L )","Ben Gamel","Roberto Perez",5200,12.8,2.5
"TB","@CHC - Hendricks ( R )","Brett Phillips","Taylor Walls",4100,12.8,3.1
"CHC","TB - McClanahan ( L )","Jason Heyward","Nico Hoerner",4700,12.8,2.7
"CHC","TB - McClanahan ( L )","Clint Frazier","Yan Gomes",4500,12.8,2.8
"HOU","LAA - Lorenzen ( R )","Martin Maldonado","Niko Goodrum",4200,12.7,3
"SF","@NYM - Megill ( R )","Austin Slater","Steven Duggar",4600,12.7,2.8
"OAK","BAL - Watkins ( R )","Austin Allen","Chad Pinder",4800,12.7,2.6
"CIN","@SD - Manaea ( L )","Aristides Aquino","Colin Moran",4800,12.7,2.6
"SF","@NYM - Megill ( R )","Luke Williams","Thairo Estrada",4900,12.7,2.6
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Mike Brosseau",4500,12.7,2.8
"PIT","@MIL - Lauer ( L )","Cole Tucker","Hoy Park",4600,12.7,2.8
"CHC","TB - McClanahan ( L )","Patrick Wisdom","Yan Gomes",4500,12.7,2.8
"NYM","SF - Cobb ( R )","Eduardo Escobar","Nick Plummer",5600,12.7,2.3
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Donovan Casey",4300,12.6,2.9
"WSH","ARI - Bumgarner ( L )","Alcides Escobar","Lucius Fox",4300,12.6,2.9
"NYM","SF - Cobb ( R )","Eduardo Escobar","Matt Reynolds",5600,12.6,2.3
"PIT","@MIL - Lauer ( L )","Josh VanMeter","Michael Chavis",4700,12.6,2.7
"COL","PHI - Nola ( R )","Brendan Rodgers","Yonathan Daza",5400,12.6,2.3
"ARI","@WAS - Gray ( R )","Cooper Hummel","Sergio Alcantara",4700,12.6,2.7
"ARI","@WAS - Gray ( R )","Jake McCarthy","Sergio Alcantara",4100,12.6,3.1
"ARI","@WAS - Gray ( R )","Jose Herrera","Sergio Alcantara",4100,12.6,3.1
"NYM","SF - Cobb ( R )","Jeff McNeil","Tomas Nido",4900,12.6,2.6
"BAL","@OAK - Montas ( R )","Austin Hays","Ryan McKenna",4500,12.6,2.8
"CIN","@SD - Manaea ( L )","Donovan Solano","Tyler Stephenson",5100,12.6,2.5
"LAD","ATL - Ynoa ( R )","Austin Barnes","Max Muncy",5400,12.6,2.3
"COL","PHI - Nola ( R )","Alan Trejo","Jose Iglesias",5600,12.6,2.2
"MIL","PIT - Thompson ( R )","Jace Peterson","Keston Hiura",4600,12.6,2.7
"SF","@NYM - Megill ( R )","Mauricio Dubon","Thairo Estrada",5000,12.6,2.5
"PHI","@COL - Kuhl ( R )","Bryson Stott","Garrett Stubbs",5600,12.6,2.2
"OAK","BAL - Watkins ( R )","Sheldon Neuse","Stephen Vogt",4200,12.6,3
"BAL","@OAK - Montas ( R )","Austin Hays","Chris Owings",4500,12.6,2.8
"SF","@NYM - Megill ( R )","Austin Slater","Joey Bart",5300,12.5,2.4
"LAD","ATL - Ynoa ( R )","Edwin Rios","Hanser Alberto",4100,12.5,3.1
